item_hrid,barcode,holdings_level_call_number,item_effective_call_number,item_level_call_number,location_name
it00034994648,3.12066E+14,RBR 874-982,RBR 882,RBR 882,UM Special Collections
it00034174405,3.12066E+14,RBR 1682-1685,RBR 1682,RBR 1682,UM Special Collections
it00034161726,3.12066E+14,RBR 1180-1188,RBR 1184,RBR 1184,UM Special Collections
it00035015052,3.12066E+14,MS 369 Box 1:2-Box 1:22,MS 369 Box 1:18A,MS 369 Box 1:18A,UM Special Collections Archival
it00033831945,3.12066E+14,NA9030 .G6 1960,NA9030 .G6 1960,NA9030 .G6 1960,UM W.E.B. Du Bois General Collections
it00033225175,3.12066E+14,ML410.M5 M6,ML410.M5 M6,ML410.M5 M6,UM W.E.B. Du Bois General Collections
it00035038985,3.12066E+14,RBR 1821-1892,RBR 1869,RBR 1869,UM Special Collections
it00035044611,3.12066E+14,Savas 1672-1743,Savas 1732,Savas 1732,UM Special Collections
it00035035310,3.12066E+14,Fraser 1234-1256,Fraser 1256,Fraser 1256,UM Special Collections
it00035096776,3.12066E+14,"NEYM 962-995, 1076-1147",NEYM 981,NEYM 981,UM Special Collections
it00033951732,3.12066E+14,HA201 1990d v.51 sec.1-2,HA201 1990d v.51 sec.1,HA201 1990d v.51 sec.1,UM W.E.B. Du Bois General Collections
it00034934202,3.12066E+14,HA201 1960 v.2-4,HA201 1960 v.2,HA201 1960 v.2,UM W.E.B. Du Bois General Collections
it00033469158,3.12066E+14,MT90.T6 E8,MT90.T6 E8,MT90.T6 E8,UM W.E.B. Du Bois General Collections
it00033428375,3.12066E+14,ML128.I65 B3,ML128.I65 B3,ML128.I65 B3,UM W.E.B. Du Bois General Collections
it00035023275,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 10:456,MS 369 Box 10:456,UM Special Collections Archival
it00035185347,3.12066E+14,CAMCORDER,LC CAMCORDER 4,LC CAMCORDER 4,UM Equipment
it00035057162,3.12066E+14,Fraser 627-641,Fraser 631,Fraser 631,UM Special Collections
it00034986417,3.12066E+14,Parker 50-53,Parker 53,Parker 53,UM Special Collections
it00034984119,3.12066E+14,Savas 605-609,Savas 607,Savas 607,UM Special Collections
it00034937408,3.12066E+14,RBR 549-577,RBR 577,RBR 577,UM Special Collections
it00035044591,3.12066E+14,Savas 1672-1743,Savas 1716,Savas 1716,UM Special Collections
it00034928549,3.12066E+14,HA201 1970 v.1-2,HA201 1970 v.1,HA201 1970 v.1,UM W.E.B. Du Bois General Collections
it00035028459,3.12066E+14,Fraser 865-870,Fraser 865,Fraser 865,UM Special Collections
it00033630696,3.12066E+14,NA590 .M5,NA590 .M5,NA590 .M5,UM W.E.B. Du Bois General Collections
it00033356611,3.12066E+14,RBR 1964-2038,RBR 1972,RBR 1972,UM Special Collections
it00034519553,3.12066E+14,HA201 1990d v.35 sec.1-2,HA201 1990d v.35 sec.1,HA201 1990d v.35 sec.1,UM W.E.B. Du Bois General Collections
it00035052390,3.12066E+14,DDR 144-145,DDR 145,DDR 145,UM Special Collections
it00033144657,3.12066E+14,ML5 .O65,ML5 .O65,ML5 .O65,UM W.E.B. Du Bois General Collections
it00034932484,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00034050597,3.12066E+14,A 17.18/4:89-60,A 17.18/4:89-60-71,A 17.18/4:89-60-71,UM Government Documents
it00034932536,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00032746508,3.12066E+14,RBR 1518-1519,RBR 1518,RBR 1518,UM Special Collections
it00034982630,3.12066E+14,Winokur 534-542,Winokur 539,Winokur 539,UM Special Collections
it00035093842,3.12066E+14,"NEYM Pam 78, Pam 179",NEYM Pam 179,NEYM Pam 179,UM Special Collections
it00034932512,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00035100058,3.12066E+14,NEYM 1155-1195,NEYM 1161,NEYM 1161,UM Special Collections
it00034928100,3.12066E+14,RBR 528-548,RBR 534,RBR 534,UM Special Collections
it00034929844,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.43,HA201 1960 v.43,UM W.E.B. Du Bois General Collections
it00033427092,3.12066E+14,ML3556 .W248,ML3556 .W248,ML3556 .W248,UM W.E.B. Du Bois General Collections
it00034933548,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00033713642,3.12066E+14,QA3 .L28,QA3 .L28 no. 581,QA3 .L28 no. 581,UM Science & Engineering Library
it00033841506,3.12066E+14,NA9053.S7 R8,NA9053.S7 R8,NA9053.S7 R8,UM W.E.B. Du Bois General Collections
it00033482503,3.12066E+14,DT30.5 .A364 1983,DT30.5 .A364 1983,DT30.5 .A364 1983,UM Du Bois Reserves
it00035008336,3.12066E+14,MS 369 Box 2:57-Box 3:76,MS 369 Box 3:75,MS 369 Box 3:75,UM Special Collections Archival
it00034136724,3.12066E+14,HA201 1980b no.313 sec.1-2,HA201 1980b no.313 sec.1,HA201 1980b no.313 sec.1,UM W.E.B. Du Bois General Collections
it00034999037,3.12066E+14,Savas 1501-1638,Savas 1563,Savas 1563,UM Special Collections
it00035160835,4314812-6580-UMA,NA1 .A326,NA1 .A326,NA1 .A326,UM W.E.B. Du Bois Periodicals
it00033144670,3.12066E+14,ML5 .O65,ML5 .O65,ML5 .O65,UM W.E.B. Du Bois General Collections
it00033495333,3.12066E+14,"PT1101 .L5 Bd.305, etc",PT1101 .L5 Bd.308,PT1101 .L5 Bd.308,UM W.E.B. Du Bois General Collections
it00034932501,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00033660245,1023461-160-UMA,TR1 .B83,TR1 .B83,TR1 .B83,UM W.E.B. Du Bois General Collections
it00034991264,3.12066E+14,RBR 730-873,RBR 753,RBR 753,UM Special Collections
it00035162606,146352-820-UMA,ML410.B8 A53,ML410.B8 A53,ML410.B8 A53,UM W.E.B. Du Bois Periodicals
it00032955348,3.12066E+14,TR1 .B8,TR1 .B8,TR1 .B8,UM W.E.B. Du Bois General Collections
it00034025798,3.12066E+14,ML410.H13 B94 1994,ML410.H13 B94 1994,ML410.H13 B94 1994,UM W.E.B. Du Bois General Collections
it00033151072,3.12066E+14,ML390 .M41,ML390 .M41,ML390 .M41,UM W.E.B. Du Bois General Collections
it00034928578,3.12066E+14,HA201 1970 v.1-2,HA201 1970 v.1,HA201 1970 v.1,UM W.E.B. Du Bois General Collections
it00033636031,3.12066E+14,ML930.C38 M9 1965,ML930.C38 M9 1965,ML930.C38 M9 1965,UM W.E.B. Du Bois General Collections
it00034999076,3.12066E+14,Savas 1501-1638,Savas 1597,Savas 1597,UM Special Collections
it00035023107,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 6:300,MS 369 Box 6:300,UM Special Collections Archival
it00032955330,3.12066E+14,TR1 .B8,TR1 .B8,TR1 .B8,UM W.E.B. Du Bois General Collections
it00034929933,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.140,HA201 1960 v.140,UM W.E.B. Du Bois General Collections
it00035023168,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 8:363,MS 369 Box 8:363,UM Special Collections Archival
it00034126616,484706-290-UMA,TR1 .P88213,TR1 .P88213,TR1 .P88213,UM W.E.B. Du Bois General Collections
it00034933445,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00035023097,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 6:293,MS 369 Box 6:293,UM Special Collections Archival
it00034148843,3.12066E+14,MT243.B29 M4,MT243.B29 M4,MT243.B29 M4,UM W.E.B. Du Bois General Collections
it00034165150,3.12066E+14,MT35 .B48 Manual,MT35 .B48 Manual,MT35 .B48 Manual,UM W.E.B. Du Bois General Collections
it00035091151,3.12066E+14,HV5824.W6 O6 2014,HV5824.W6 O6 2014,HV5824.W6 O6 2014,UM Media DVD
it00034940303,3.12066E+14,HA201 1940 v.39-43,HA201 1940 v.41,HA201 1940 v.41,UM W.E.B. Du Bois General Collections
it00034006910,3.12066E+14,HA201 1990m v.215D sec.1-2,HA201 1990m v.215D sec.1,HA201 1990m v.215D sec.1,UM W.E.B. Du Bois General Collections
it00033356434,3.12066E+14,RBR 1964-2038,RBR 2012,RBR 2012,UM Special Collections
it00033994089,3.12066E+14,HA201 1990m v.20 sec.1-2,HA201 1990m v.20 sec.2,HA201 1990m v.20 sec.2,UM W.E.B. Du Bois General Collections
it00034988917,3.12066E+14,Winokur 378-381,Winokur 379,Winokur 379,UM Special Collections
it00033072282,3.12066E+14,NA9127.B6 B48,NA9127.B6 B48,NA9127.B6 B48,UM W.E.B. Du Bois General Collections
it00032724200,3.12066E+14,RBR 2039-2042,RBR 2039,RBR 2039,UM Special Collections
it00035023141,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 7:331,MS 369 Box 7:331,UM Special Collections Archival
it00034999013,3.12066E+14,Savas 1501-1638,Savas 1533,Savas 1533,UM Special Collections
it00034903468,3.12066E+14,PT7103 .I7 v.20,PT7103 .I7 v.20-24,PT7103 .I7 v.20-24,UM W.E.B. Du Bois General Collections
it00033495323,3.12066E+14,"PT1101 .L5 Bd.305, etc",PT1101 .L5 Bd.306,PT1101 .L5 Bd.306,UM W.E.B. Du Bois General Collections
it00034981518,3.12066E+14,Winokur 525-528,Winokur 526,Winokur 526,UM Special Collections
it00035008305,3.12066E+14,MS 369 Box 2:58-Box 3:76,MS 369 Box 3:75,MS 369 Box 3:75,UM Special Collections Archival
it00034929892,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.112,HA201 1960 v.112,UM W.E.B. Du Bois General Collections
it00032678299,3.12066E+14,ML410 .H23 A5,ML410 .H23 A5,ML410 .H23 A5,UM W.E.B. Du Bois General Collections
it00034339711,3.12066E+14,ML3817 .S83 v. 7,ML3817 .S83 v. 7,ML3817 .S83 v. 7,UM W.E.B. Du Bois General Collections
it00035023239,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 10:434,MS 369 Box 10:434,UM Special Collections Archival
it00035025723,3.12066E+14,MS 369 Box 2:54-Box 3:77,MS 369 Box 2:58,MS 369 Box 2:58,UM Special Collections Archival
it00033414135,3.12066E+14,ML160 .S89,ML160 .S89,ML160 .S89,UM W.E.B. Du Bois General Collections
it00035096792,3.12066E+14,"NEYM 962-995, 1076-1147",NEYM 994,NEYM 994,UM Special Collections
it00033262935,3.12066E+14,ML550 .O7,ML550 .O7,ML550 .O7,UM W.E.B. Du Bois General Collections
it00035025657,3.12066E+14,MS 369 Box 1:25-Box 1:31,MS 369 Box 1:28,MS 369 Box 1:28,UM Special Collections Archival
it00035061570,3.12066E+14,NEA 592-612,NEA 604,NEA 604,UM Special Collections
it00034999015,3.12066E+14,Savas 1501-1638,Savas 1539,Savas 1539,UM Special Collections
it00034929827,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.22,HA201 1960 v.22,UM W.E.B. Du Bois General Collections
it00034933491,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00034866449,3.12066E+14,RBR 14-27,RBR 19,RBR 19,UM Special Collections
it00034999115,3.12066E+14,Savas 1501-1638,Savas 1634,Savas 1634,UM Special Collections
it00034011282,3.12066E+14,HA201 1990v v.34 sec.1-2,HA201 1990v v.34 sec.2,HA201 1990v v.34 sec.2,UM W.E.B. Du Bois General Collections
it00033269529,3.12066E+14,DP302.V15 A32,DP302.V15 A32 no.87,DP302.V15 A32 no.87,UM W.E.B. Du Bois General Collections
it00034932673,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00034932451,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00034989210,3.12066E+14,Parker 28-30,Parker 29,Parker 29,UM Special Collections
it00034932609,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00035153978,3.12066E+14,TP156.S55 G55 2011,TP156.S55 G55 2011,TP156.S55 G55 2011,UM W.E.B. Du Bois General Collections
it00035035975,3.12066E+14,Fraser 1300-1303,Fraser 1300,Fraser 1300,UM Special Collections
it00033233984,3.12066E+14,ML5 .S32,ML5 .S32,ML5 .S32,UM W.E.B. Du Bois General Collections
it00033713640,3.12066E+14,QA3 .L28,QA3 .L28 no. 511,QA3 .L28 no. 511,UM Science & Engineering Library
it00034994727,3.12066E+14,RBR 874-982,RBR 950,RBR 950,UM Special Collections
it00033367711,3.12066E+14,"E51 .U6 no. 123-125, etc",E51 .U6 no. 164-165,E51 .U6 no. 164-165,UM W.E.B. Du Bois General Collections
it00034932616,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00032627214,3.12066E+14,RBR 1500-1501,RBR 1501,RBR 1501,UM Special Collections
it00033445973,3.12066E+14,MT189 .G4,MT189 .G4,MT189 .G4,UM W.E.B. Du Bois General Collections
it00033443130,3.12066E+14,N72.B5 R5,N72.B5 R5,N72.B5 R5,UM W.E.B. Du Bois General Collections
it00035023150,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 7:337,MS 369 Box 7:337,UM Special Collections Archival
it00035096850,3.12066E+14,"NEYM 962-995, 1076-1147",NEYM 1121,NEYM 1121,UM Special Collections
it00035038994,3.12066E+14,RBR 1821-1892,RBR 1879,RBR 1879,UM Special Collections
it00034984343,3.12066E+14,NEA 256-258,NEA 256,NEA 256,UM Special Collections
it00034985008,3.12066E+14,Winokur 548-601,Winokur 558,Winokur 558,UM Special Collections
it00035022237,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 6:238,MS 369 Box 6:238,UM Special Collections Archival
it00035098115,3.12066E+14,"NEYM Pam 159, Pam 189",NEYM Pam 159,NEYM Pam 159,UM Special Collections
it00034015629,3.12066E+14,HA201 1990d v.15 sec.1-2,HA201 1990d v.15 sec.2,HA201 1990d v.15 sec.2,UM W.E.B. Du Bois General Collections
it00034929813,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.32,HA201 1960 v.32,UM W.E.B. Du Bois General Collections
it00035148322,3.12066E+14,HQ77.8.M393 F74 2016,HQ77.8.M393 F74 2016,HQ77.8.M393 F74 2016,UM Du Bois Reserves
it00033447224,3.12066E+14,PQ4829.O62 R313 1960,PQ4829.O62 R313 1960,PQ4829.O62 R313 1960,UM W.E.B. Du Bois General Collections
it00033144667,3.12066E+14,ML5 .O65,ML5 .O65,ML5 .O65,UM W.E.B. Du Bois General Collections
it00034991210,3.12066E+14,RBR 730-873,RBR 804,RBR 804,UM Special Collections
it00034999090,3.12066E+14,Savas 1501-1638,Savas 1612,Savas 1612,UM Special Collections
it00035044822,3.12066E+14,Fraser 527-536,Fraser 530,Fraser 530,UM Special Collections
it00034931845,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.7,HA201 1970 v.7,UM W.E.B. Du Bois General Collections
it00035015752,3.12066E+14,Winokur 170-171,Winokur 171,Winokur 171,UM Special Collections
it00035066917,3.12066E+14,RBR 2080-2085,RBR 2083,RBR 2083,UM Special Collections
it00034999038,3.12066E+14,Savas 1501-1638,Savas 1543,Savas 1543,UM Special Collections
it00034933406,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00035082541,3.12066E+14,MS 684 Box 4 no.46-48,MS 684 Box 4 no.46,MS 684 Box 4 no.46,UM Special Collections
it00034932423,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00033330376,3.12066E+14,ML410.S95 A65,ML410.S95 A65,ML410.S95 A65,UM W.E.B. Du Bois General Collections
it00034327942,3.12066E+14,HA201 1890 v.10-13,HA201 1890 v.10,HA201 1890 v.10,UM W.E.B. Du Bois General Collections
it00033989969,3.12066E+14,HA201 1990m v.229B sec.1-2,HA201 1990m v.229B sec.2,HA201 1990m v.229B sec.2,UM W.E.B. Du Bois General Collections
it00033062418,3.12066E+14,NA1041 .H37,NA1041 .H37,NA1041 .H37,UM W.E.B. Du Bois General Collections
it00035036925,3.12066E+14,RBR 1217-1223,RBR 1220,RBR 1220,UM Special Collections
it00035097654,3.12066E+14,NEYM Pam 245-Pam 246,NEYM Pam 246,NEYM Pam 246,UM Special Collections
it00035016747,3.12066E+14,MS 369 Box 3:80-Box 4:99,MS 369 Box 3:83,MS 369 Box 3:83,UM Special Collections Archival
it00034375485,3.12066E+14,MASS. HS 30.12:,MASS.  HS 30.12:,MASS.  HS 30.12:,UM Massachusetts Government Documents
it00035133032,3.12066E+14,N6512 .L68 2012,N6512 .L68 2012,N6512 .L68 2012,UM W.E.B. Du Bois General Collections
it00033085901,3.12066E+14,ML113 .H715,ML113 .H715,ML113 .H715,UM W.E.B. Du Bois General Collections
it00033252920,3.12066E+14,N3 .G7,N3 .G7,N3 .G7,UM W.E.B. Du Bois General Collections
it00034994121,3.12066E+14,Vega 135-144,Vega 142,Vega 142,UM Special Collections
it00034011270,3.12066E+14,HA201 1990v v.45 sec.1-2,HA201 1990v v.45 sec.2,HA201 1990v v.45 sec.2,UM W.E.B. Du Bois General Collections
it00034985035,3.12066E+14,Winokur 548-601,Winokur 584,Winokur 584,UM Special Collections
it00032807170,3.12066E+14,RBR 1572-1575,RBR 1574,RBR 1574,UM Special Collections
it00034994734,3.12066E+14,RBR 874-982,RBR 966,RBR 966,UM Special Collections
it00035160780,624989-3100-UMA,TR845 .A55,TR845 .A55,TR845 .A55,UM W.E.B. Du Bois General Collections
it00035020149,3.12066E+14,MS 369 Box 2:43-Box 2:52,MS 369 Box 2:46,MS 369 Box 2:46,UM Special Collections Archival
it00034994708,3.12066E+14,RBR 874-982,RBR 942,RBR 942,UM Special Collections
it00034710449,3.12066E+14,TA401 .A653,TA401 .A653,TA401 .A653,UM W.E.B. Du Bois General Collections
it00033615489,3.12066E+14,ML50.L8256 C3 1961,ML50.L8256 C3 1961,ML50.L8256 C3 1961,UM W.E.B. Du Bois General Collections
it00034822725,3.12066E+14,V 3039,V 3039,V 3039,UM Media STORAGE
it00035008331,3.12066E+14,MS 369 Box 2:57-Box 3:76,MS 369 Box 3:74,MS 369 Box 3:74,UM Special Collections Archival
it00035015735,3.12066E+14,MS 369 Box 4:146,MS 369 Box 4:146,MS 369 Box 4:146,UM Special Collections Archival
it00034977775,3.12066E+14,"NEA 333-371, 424-427, 432-434",NEA 349,NEA 349,UM Special Collections
it00034933440,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00035086608,3.12066E+14,"NEYM 244, 896-900",NEYM 900,NEYM 900,UM Special Collections
it00033209819,3.12066E+14,MT86 .C6,MT86 .C6,MT86 .C6,UM W.E.B. Du Bois General Collections
it00035074576,3.12066E+14,RBR 2056-2059,RBR 2057,RBR 2057,UM Special Collections
it00034272240,3.12066E+14,NA8450 .U6 1938,NA8450 .U6 1938,NA8450 .U6 1938,UM W.E.B. Du Bois General Collections
it00033972620,3.12066E+14,HA201 1990d v.32 sec.1-3,HA201 1990d v.32 sec.3,HA201 1990d v.32 sec.3,UM W.E.B. Du Bois General Collections
it00034928564,3.12066E+14,HA201 1970 v.1-2,HA201 1970 v.1,HA201 1970 v.1,UM W.E.B. Du Bois General Collections
it00034999002,3.12066E+14,Savas 1501-1638,Savas 1514,Savas 1514,UM Special Collections
it00033262879,3.12066E+14,ML550 .O7,ML550 .O7,ML550 .O7,UM W.E.B. Du Bois General Collections
it00034259057,3.12066E+14,KF4288.Z9 L47 1998,KF4288.Z9 L47 1998,KF4288.Z9 L47 1998,UM W.E.B. Du Bois General Collections
it00035157755,3.12066E+14,ML5 .I55,ML5 .I55,ML5 .I55,UM W.E.B. Du Bois Periodicals
it00034012794,3.12066E+14,NA9105 .R45,NA9105 .R45,NA9105 .R45,UM W.E.B. Du Bois General Collections
it00034994733,3.12066E+14,RBR 874-982,RBR 967,RBR 967,UM Special Collections
it00034165950,3.12066E+14,RBR 1381-1389,RBR 1382,RBR 1382,UM Special Collections
it00034932671,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00034875195,3.12066E+14,PQ8549.N8 C8 1950z,PQ8549.N8 C8 1950z,PQ8549.N8 C8 1950z,UM W.E.B. Du Bois General Collections
it00034932526,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00035044639,3.12066E+14,Savas 1744-1852,Savas 1751,Savas 1751,UM Special Collections
it00034931850,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.7,HA201 1970 v.7,UM W.E.B. Du Bois General Collections
it00034998466,3.12066E+14,Savas 1225,Savas 1225,Savas 1225,UM Special Collections
it00034933583,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00034929868,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.88,HA201 1960 v.88,UM W.E.B. Du Bois General Collections
it00035157436,3.12066E+14,ML1 .M2,ML1 .M2,ML1 .M2,UM W.E.B. Du Bois Periodicals
it00034999003,3.12066E+14,Savas 1501-1638,Savas 1526,Savas 1526,UM Special Collections
it00034996858,3.12066E+14,Savas 1277-1295,Savas 1293,Savas 1293,UM Special Collections
it00035158765,3.12066E+14,M457.2.M375 S6 2014,M457.2.M375 S6 2014,M457.2.M375 S6 2014,UM Du Bois Reserves
it00034985979,3.12066E+14,Winokur 602-669,Winokur 660,Winokur 660,UM Special Collections
it00034992286,3.12066E+14,RBR 730-873,RBR 869,RBR 869,UM Special Collections
it00032667005,3.12066E+14,"AS244 .A51 n.r., deel 22, no.1",AS244 .A51 n.r. deel 22 no.1-7,AS244 .A51 n.r. deel 22 no.1-7,UM W.E.B. Du Bois General Collections
it00034866452,3.12066E+14,RBR 14-27,RBR 20,RBR 20,UM Special Collections
it00035102167,3.12066E+14,NEYM 877-878,NEYM 877,NEYM 877,UM Special Collections
it00035087560,3.12066E+14,"NEYM 443, 1225",NEYM 443,NEYM 443,UM Special Collections
it00034932534,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00034999095,3.12066E+14,Savas 1501-1638,Savas 1613,Savas 1613,UM Special Collections
it00035055537,3.12066E+14,DML DIGITAL CAMERA,DML DIGITAL CAMERA,DML DIGITAL CAMERA,UM Digital Media Lab
it00035030484,3.12066E+14,"Fraser 883-903, 1024-1047",Fraser 1025,Fraser 1025,UM Special Collections
it00035035314,3.12066E+14,Fraser 1234-1256,Fraser 1246,Fraser 1246,UM Special Collections
it00035126993,3.12066E+14,QA76.9.A43 K54 2006,QA76.9.A43 K54 2006,QA76.9.A43 K54 2006,UM Science & Engineering Library
it00035160618,3.12066E+14,N1 .A7,N1 .A7,N1 .A7,UM W.E.B. Du Bois Periodicals
it00035066916,3.12066E+14,RBR 2080-2085,RBR 2082,RBR 2082,UM Special Collections
it00033252290,3.12066E+14,RBR 1568-1569,RBR 1568,RBR 1568,UM Special Collections
it00034136698,3.12066E+14,HA201 1980 v.1 pt. 6 ch.D sec.1-4,HA201 1980 v.1 pt. 6 ch.D sec.3,HA201 1980 v.1 pt. 6 ch.D sec.3,UM W.E.B. Du Bois General Collections
it00035102209,3.12066E+14,NEYM 1231-1286,NEYM 1284,NEYM 1284,UM Special Collections
it00034929967,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.175,HA201 1960 v.175,UM W.E.B. Du Bois General Collections
it00034999064,3.12066E+14,Savas 1501-1638,Savas 1581,Savas 1581,UM Special Collections
it00034929939,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.138,HA201 1960 v.138,UM W.E.B. Du Bois General Collections
it00035160787,624989-3090-UMA,TR845 .A55,TR845 .A55,TR845 .A55,UM W.E.B. Du Bois General Collections
